IDSAP,MC_STORE_ID,IDwws,Name,URL,ADDRESS,ZIP,PHONE,WHATS,FAX,MAIL,LAT,LONG,OPENDAYS,CLOSEDDAYS,SPECIALDAYS
E516,164452,372,MÃ¡laga - MÃ¡laga Plaza Mayor,http://specials.mediamarkt.es/tiendas/plaza-mayor,"Plaza Mayor P. de Ocio, Alfonso Ponce de LeÃ³n, 3",29004,951299800,+34609956809,,mm.malagaplazamayor.atencioncliente@mediamarkt.es,36.656552,-4.477793,"29 de Febrero; 3 de Julio; 15 de Agosto; 4 de Septiembre; 12 de Octubre; 27 de Noviembre; 11, 18 y 26 de Diciembre","19 de Agosto, 8 de Septiembre, 1 de Noviembre, 4, 6, 8, 25 de Diciembre de 2016.",24 y 31 de diciembre de 10 a 20h.
E257,28381,949,Murcia - Cartagena,http://specials.mediamarkt.es/tiendas/cartagena,"P. I. Cabezo Beaza - Pza. Mediterraneo, 10-12",30353,968323900,+34667052794,968323909,mm.cartagena.atencioncliente@mediamarkt.es,37.624969,-0.951818,Domingos y festivos,1 y 6 de Enero; 11 de Septiembre; 25 de Diciembre.,
E263,62352,288,Murcia - Lorca,http://specials.mediamarkt.es/tiendas/lorca,"Parque comercial Almenara - Camino de enmedio, s/n",30813,968498300,+34629382911,968498309,mm.lorca.atencioncliente@mediamarkt.es,37.636350,-1.698760,"10 de Enero; 19 y 24 de Marzo; 3 de Julio; 2 y 12 de Octubre; 1 y 27 de Noviembre; 4, 8, 11, 18 y 26 de Dciembre.",Domingos; 25 de Marzo; 9 de Junio; 15 de Agosto; 8 de Septiembre; 12 de Octubre; 23 de Noviembre; 6 y 25 de Diciembre.,24 y 31 de Diciembre. Horario de 10:00h a 20:00h
E265,28387,889,Murcia - Nueva Condomina,http://specials.mediamarkt.es/tiendas/nueva-condomina,"C.C. Nueva Condomina - Parque Comercial Exterior, s/n",30110,968374400,+34620130440,968374409,mm.nuevacondomina.atencioncliente@mediamarkt.es,38.042713,-1.149703,"3 y 10 de Enero; 19 y 24 de Marzo; 3 de Julio; 2 y 12 de Octubre; 1 y 27 de Noviembre; 4, 8, 11, 18 y 26 de Diciembre.",Domingos; 1 y 6 de Enero; 25 y 29 de Marzo; 9 de Junio; 15 de Agosto; 13 de Septiembre; 6 y 25 de Diciembre.,
E244,28371,975,Murcia - Ronda Sur,http://specials.mediamarkt.es/tiendas/sur,"Avda de los Dolores, 1",30011,968898600,+34639515746,968898609,mm.murcia.atencioncliente@mediamarkt.es,37.976244,-1.113598,"10 de Enero; 19 y 24 de Marzo; 3 de Julio; 2 y 12 de Octubre; 1 y 27 de Noviembre; 4, 8, 11, 18 y 26 de Diciembre.",Domingos(salvo los indicados); 6 de Enero; 25 y 29 de Marzo; 9 de Junio; 15 de Agosto; 13 de Septiembre; 12 de Octubre; 6 y 25 de Diciembre.,
E264,29351,886,Navarra - Pamplona - Cordovilla,http://specials.mediamarkt.es/tiendas/cordovilla,"C. C. Galaria - Calle U, 2",31191,948166500,+34630680241,948166509,mm.cordovilla.atencion@mediamarkt.es,42.788322,-1.633917,3 de Enero; 24 de Marzo; 3 y 18 de Diciembre.,"Todos los domingos (salvo los indicados). 1 y 6 de Enero; 24, 25 y 28 de Marzo; 7 y 25 de Julio; 15 de Agosto; 12 de Octubre; 1 de Noviembre; 3, 6, 8 y 26 de Diciembre.",
E249,28375,838,Pontevedra - Vigo,http://specials.mediamarkt.es/tiendas/vigo,"C.C. A Laxe - C/CÃ¡novas del Castillo, 1",36202,986819000,,986819009,mm.vigo.atencioncliente@mediamarkt.es,42.240688,-8.728208,"10 de Enero; 24 de Marzo; 3 y 24 de Julio; 1 de Noviembre; 4, 8, 11, y 18 de Diciembre.",1 y 6 de Enero; 25 y 28 de Marzo; 17 de Mayo; 24 de Junio; 25 de Julio; 15 y 16 de Agosto; 12 de Octubre; 6 y 25 de Diciembre.,24 y 31 de Diciembre. Horario de 10:00h a 20:00h
E258,28382,935,S.C. Tenerife - Tenerife,http://specials.mediamarkt.es/tiendas/tenerife,"C.C. Continental - C/ Bentagay, 1-3",38111,922472200,+34629209767,922472209,mm.tenerife.atencioncliente@mediamarkt.es,28.426804,-16.299932,"24 de Marzo; 2 y 30 de Mayo; 15 de Agosto; 4, 6, 8, 11 y 18 de Diciembre.",Domingos y 6 de Enero; 2 y 9 de Febrero; 25 de Marzo; 3 de Mayo; 12 de Octubre; 1 de Noviembre; 25 de Diciembre.,
E509,121955,947,S. C. Tenerife - Tres de Mayo,http://specials.mediamarkt.es/tiendas/tres-de-mayo,C. C. Tres de Mayo Avenida Tres de Mayo,38003,922849300,,,tenerife.3demayo@mediamarkt.es,28.458807,-16.256361,"24 de Marzo; 2 y 30 de Mayo; 15 de Agosto; 4, 6, 8, 11 y 18 de Diciembre.","Domingos y 6 de Enero; 2 y 9 d Febrero; 25 de Marzo; 3 de Mayo; 12 de Octubre, 1 de Noviembre.",
E237,28365,972,Salamanca - Salamanca,http://specials.mediamarkt.es/tiendas/salamanca,"C.C. Capuchinos - C/Capuchinos, s/n, Sta Marta de Tormes",37900,923284300,+34606534802,923284309,mm.salamanca.atencioncliente@mediamarkt.es,40.948231,-5.650126,"10 de Enero; 13, 24 y 27 de Marzo; 1 de Mayo; 26 de Junio; 3 de Julio; 4 de Septiembre; 9, 23 y 30 de Octubre; 4, 11, 18 y 26 de Diciembre.",3 de Febrero; 25 de Marzo; 23 de Abril; 2 de Mayo; 29 de Julio; 15 de Agosto; 12 de Octubre; 1 de Noviembre; 6 y 8 de Diciembre.,
E252,28377,932,Sevilla - AlcalÃ¡ de Guadaira,http://specials.mediamarkt.es/tiendas/alcala-de-guadaira,"Ctra. Sevilla-Malaga, km. 7",41500,955657700,,955657709,mm.guadaira.atencionalcliente@mediamarkt.es,37.354077,-5.858899,"3 de Enero; 29 de Febrero; 3 de Julio; 15 de Agosto; 4 de Septiembre; 12 de Octubre; 27 de Noviembre; 11, 18, y 26 de Diciembre.",Todos los domingos y festivos (salvo los indicados). 3 de Junio; 21 de Septiembre.,
E266,29851,281,Sevilla - San Juan de Aznalfarache,http://specials.mediamarkt.es/tiendas/san-juan-de-aznalfarache,"C.C. Cavaleri - Ctra Sevilla-Mairena del Aljarafe, s/n",41920,954479000,+34606225638,954479009,mm.aznalfarache.atencioncliente@mediamarkt.es,37.362834,-6.044610,"29 de Febrero; 3 de Julio; 15 de Agosto; 4 de Septiembre; 27 de Noviembre; 11, 18 y 26 Diciembre.","Domingos; 6 de Enero; 24 y 25 de Marzo; 2 y 26 de Mayo; 24 de Junio; 1 de Noviembre; 6, 8 y 25 de Diciembre.",
E262,28386,983,Sevilla - Santa Justa,http://specials.mediamarkt.es/tiendas/justa,"El mirador de Santa Justa - Avda. Kansas City, s/n",41007,954589800,+34691457202,954589809,mm.santajusta.atencioncliente@mediamarkt.es,37.389780,-5.973834,"15 de Agosto; 4 de Septiembre; 12 de Octubre; 27 Noviembre y 11, 18 y 26 de Diciembre.","1 y 6 de Enero; 1 de Noviembre; 6, 8 y 25 de Diciembre.",24 y 31 de Diciembre de 10:00h a 20:00h.
E231,27356,981,Tarragona - Tarragona,http://specials.mediamarkt.es/tiendas/tarragona,Josep MarÃ­a Folchi I Torres 10 - Poligono Les Gavarres,43006,977258300,,977258309,mm.tarragona.atencioncliente@mediamarkt.es,41.132400,1.202600,"10 de Enero; 3, 17 de Julio; 15 de Agosto; 27 de Noviembre; 6, 8 y 11 de Diciembre",Domingos (salvo los indicados) y 6 de Enero; 25 y 28 de Marzo; 19 de Agosto; 23 de Septiembre; 1 de Noviembre; 12 y 26 de Diciembre.,
E284,81352,366,Toledo - Toledo,http://specials.mediamarkt.es/tiendas/toledo,"P.C. La AbadÃ­a Ctra de Toledo a Bargas (cm 4003) km 0,5",45003,925389900,+34618968023,925389909,mm.toledo.atencion@mediamarkt.es,39.905095,-4.017315,"Domingo, 3 de Enero de 2016 ; Domingo, 10 de Enero de 2016; Jueves, 24 de Marzo de 2016 ; Martes, 31 de Mayo de 2016 ; Domingo, 3 de Julio de 2016; Lunes, 15 de Agosto de 2016; Domingo, 27 de Noviembre de 2016 ; Domingo, 4 de Diciembre de 2016 ; Jueves, 8 de Diciembre de 2016; Domingo, 11 de Diciembre de 2016; Domingo, 18 de Diciembre de 2016; Lunes, 26 de Diciembre de 2016","1 de Enero, 6 de Enero, 25 de Marzo, 26 de Mayo, 12 de Octubre, 1 de Noviembre, 6 de Diciembre .",
E236,28364,963,Valencia - Alfafar,http://specials.mediamarkt.es/tiendas/alfafar,Parque Comercial IKEA Alfafar C/ Alcalde JosÃ© Puertes s/n,46910,963425600,+34606240914,963425609,alapont@mediamarkt.es,39.414058,-0.381401,"3  y 10 de Enero; 20, 24 y  27  de Marzo; 4 de Abril; 15 de Agosto; 4, 8, 11, y 18 de Diciembre.","1 y 6 de Enero; 19, 25 y 28 de Marzo; 8, 18 de Septiembre, 12 de Octubre; 1 de Noviembre; 6 ,25 y 26 de Diciembre.",<strong>20 y 27 de Marzo de 11:00h a 21:00h</strong>
E293,157452,1217,Valencia - ColÃ³n,http://specials.mediamarkt.es/tiendas/colon,C/ ColÃ³n 6,46004,961258000,+34636577350,,lopezj@mediamarkt.es,39.467270,-0.374427,Domingos y festivos (salvo los indicados),"1,6 Enero; 19 Marzo, 1 Mayo, 9 Octubre, 25 diciembre",Domingos: de 11h a 21h
E247,91452,839,Valencia - Gandia,http://specials.mediamarkt.es/tiendas/gandia,Av.Blasco IbaÃ±ez S/N,46701,962826900,,962826909,mm.gandia.atencionalcliente@mediamarkt.es,38.972502,-0.170637,"10 de Enero; 20, 24 y 27 de Marzo; 15 de Agosto; 4,8,11 y 18 de Dciembre.","Domingos(salvo los indicados); 6 de Enero; 19, 25 y 28 de Marzo; 4 de Abril; 3 y 12 de Octubre; 1 de Noviembre; 6,25 y 26 de Diciembre.",
E506,121953,939,Valencia - Massalfassar,http://specials.mediamarkt.es/tiendas/massalfassar,Parque Comercial El Manar S/N,46560,961369400,+34636392754,,mm.massalfassar.atencioncliente@mediamarkt.es,39.553234,-0.302180,"3 y 10 de Enero; 20, 24 y 27 de Marzo; 15 de Agosto; 4, 8, 11 y 18 de Diciembre de 2016.",25 de Diciembre. 1 y 6 de Enero de 2016.,Domingos 20 y 27 de Marzo de 11:00 a 21:00.
E235,28363,968,Valencia - Palacio de Congresos,http://specials.mediamarkt.es/tiendas/palacio-de-congresos,"Avda. Cortes Valencianas, 35",46015,963997200,+34608059237,963997209,mm.congresos.atencioncliente@mediamarkt.es,39.490188,-0.400219,Festivos de 11:00h a 21:00h.,"1 y 6 de Enero, 19 de Marzo, 1 de Mayo, 9 de Octubre y 25 de Diciembre",
E276,117453,290,Valencia - Quart de Poblet,http://specials.mediamarkt.es/tiendas/quart-de-poblet,(Junto C.C. Bonaire) C/ De la Saleta s/n. A3 Madrid (Salida 345),46930,963860700,,963860519,mmvaa2-atencion@mediamarkt.es,39.475264,-0.482958,"10 de Enero; 20, 24 y 27 de Marzo; 15 de Agosto; 4,8,11 y 18 de Dciembre.","Domingos; 6 de Enero; 19, 25 y 27 de Marzo; 4 de Abril; 5 de Septiembre; 12 de Octubre; 1 de Noviembre; 6,25 y 26 de Diciembre.",
E275,28391,885,Valladolid - Valladolid,http://specials.mediamarkt.es/tiendas/valladolid,"C.C. Equinoccio Park - AutovÃ­a de LeÃ³n, km 3",47610,983365900,+34608177401,983365909,mm.valladolid.atencion@mediamarkt.es,41.661032,-4.774242,"3 y 10 de Enero; 13, 24 y 27 de Marzo; 2 de Mayo; 26 de Junio; 3 de Julio; 4 de Septiembre; 9, 23, y 30 de Octubre; 4, 11, 18 y 26 de Diciembre.","1 y 6 de Enero; 25 de Marzo; 23 de Abril; 1 y 27 de Mayo; 15 de Agosto; 12 de Octubre; 1 y 2 de Noviembre; 6, 8 y 25 de Diciembre.",
E224,28354,956,Zaragoza - CC Gran Casa,http://specials.mediamarkt.es/tiendas/gran-casa,"C.C. Gran Casa, Actur - C/Maria Zambrano, 35",50018,976011500,,976011509,mm.zaragoza.atencioncliente@mediamarkt.es,41.671055,-0.890212,"10 de Enero; 6 de Marzo; 3 de Julio; 4 de Septiembre, 1 de Noviembre; 4, 8, 11 y 18 de Diciembre","Domingos y 1, 6 y 29 de Enero; 5, 24 y 25 de Marzo; 23 de Abril;  1 de Mayo; 15 de Agosto; 12 de Octubre; 6, 25 y 26 de Diciembre",De 09:00H a 20:00H los dias  24 y 31 de Diciembre
E279,28393,293,Zaragoza - Puerto Venecia,http://specials.mediamarkt.es/tiendas/puerto-venecia,"C.C. Puerto Venecia - C. Teatro Malibran, 18-20",50007,976720400,,976720409,mm.puertovenecia.atencioncliente@mediamarkt.es,41.609373,-0.891451,"10 de Enero; 6 de Marzo; 3 de Julio; 4 de Septiembre; 1 de Noviembre; 4, 8, 11 y 18 de Diciembre","Domingos y 6, 29 de Enero; 5, 24 y 25 de Marzo; 23 de Abril; 2 de Mayo; 15 de Agosto; 12 de Octubre; 6 y 26 de Diciembre",
